datetime,price
2025-12-17T00:00:18+00:00,0.33
2025-12-17T00:00:38+00:00,0.33
2025-12-18T00:00:28+00:00,0.085
2025-12-19T00:00:20+00:00,0.09
2025-12-20T00:00:20+00:00,0.095
2025-12-21T00:00:21+00:00,0.095
2025-12-22T00:00:20+00:00,0.095
2025-12-23T00:00:23+00:00,0.085
2025-12-24T00:00:22+00:00,0.07
2025-12-25T00:00:32+00:00,0.06
2025-12-26T00:00:16+00:00,0.07
2025-12-27T00:00:21+00:00,0.07
2025-12-28T00:00:21+00:00,0.065
2025-12-29T00:00:39+00:00,0.06
2025-12-30T00:00:25+00:00,0.065
2025-12-31T00:00:23+00:00,0.065
2026-01-01T00:00:23+00:00,0.065
2026-01-02T00:00:21+00:00,0.065
2026-01-03T00:00:19+00:00,0.05
2026-01-04T00:00:21+00:00,0.0455
2026-01-05T00:00:24+00:00,0.1395
2026-01-06T00:00:26+00:00,0.0865
2026-01-07T00:00:24+00:00,0.0965
2026-01-08T00:00:40+00:00,0.0605
2026-01-09T00:00:25+00:00,0.0685
2026-01-10T00:00:26+00:00,0.067
2026-01-11T00:00:22+00:00,0.057
2026-01-12T00:00:24+00:00,0.027
2026-01-13T00:00:25+00:00,0.0115
2026-01-14T00:00:27+00:00,0.0105
2026-01-15T00:00:29+00:00,0.0085
2026-01-16T00:00:33+00:00,0.0085
2026-01-17T00:00:29+00:00,0.002
2026-01-18T00:00:47+00:00,0.002
2026-01-19T00:00:24+00:00,0.002
2026-01-20T00:00:26+00:00,0.0025
2026-01-21T00:00:28+00:00,0.0025
2026-01-22T00:00:43+00:00,0.11
2026-01-23T00:00:46+00:00,0.023
2026-01-24T00:00:45+00:00,0.0165
2026-01-25T00:00:49+00:00,0.017
2026-01-26T00:00:48+00:00,0.005
2026-01-27T00:00:41+00:00,0.0045
2026-01-28T00:00:30+00:00,0.005
