datetime,price
2025-09-19T00:00:11+00:00,0.505
2025-09-20T00:00:08+00:00,0.056
2025-09-21T00:00:09+00:00,0.03
2025-09-22T00:00:16+00:00,0.0205
2025-09-23T00:00:08+00:00,0.0135
2025-09-24T00:00:08+00:00,0.004
2025-09-25T00:00:03+00:00,0.0045
2025-09-26T00:00:04+00:00,0.0035
2025-09-27T00:00:07+00:00,0.0035
2025-09-28T00:00:11+00:00,0.0035
2025-09-29T00:00:10+00:00,0.005
2025-09-30T00:00:06+00:00,0.004
2025-10-01T00:00:04+00:00,0.006
2025-10-02T00:00:02+00:00,0.005
2025-10-03T00:00:04+00:00,0.004
2025-10-04T00:00:10+00:00,0.004
2025-10-05T00:00:04+00:00,0.0025
2025-10-06T00:00:07+00:00,0.0025
2025-10-07T00:00:04+00:00,0.0065
2025-10-08T00:00:13+00:00,0.007
2025-10-09T00:00:03+00:00,0.002
2025-10-10T00:00:19+00:00,0.0015
2025-10-11T00:00:10+00:00,0.0025
2025-10-12T00:00:12+00:00,0.011
2025-10-13T00:00:04+00:00,0.0085
2025-10-14T00:00:06+00:00,0.005
2025-10-15T00:00:06+00:00,0.002
2025-10-16T00:00:21+00:00,0.0035
2025-10-17T00:00:08+00:00,0.0085
2025-10-18T00:00:12+00:00,0.0085
2025-10-19T00:00:18+00:00,0.01
2025-10-20T00:00:24+00:00,0.0165
2025-10-21T00:00:15+00:00,0.004
2025-10-22T00:00:26+00:00,0.004
2025-10-23T00:00:12+00:00,0.0025
2025-10-24T00:00:22+00:00,0.002
2025-10-25T00:00:19+00:00,0.002
2025-10-26T00:00:24+00:00,0.002
2025-10-27T00:00:21+00:00,0.0025
2025-10-28T00:00:26+00:00,0.002
2025-10-29T00:00:24+00:00,0.0015
2025-10-30T00:00:24+00:00,0.0035
