datetime,price
2025-12-13T00:00:19+00:00,0.265
2025-12-14T00:00:20+00:00,0.4
2025-12-15T00:00:22+00:00,0.225
2025-12-16T00:00:18+00:00,0.21
2025-12-17T00:00:15+00:00,0.215
2025-12-17T00:00:36+00:00,0.215
2025-12-18T00:00:26+00:00,0.23
2025-12-19T00:00:17+00:00,0.22
2025-12-20T00:00:16+00:00,0.205
2025-12-21T00:00:17+00:00,0.205
2025-12-22T00:00:17+00:00,0.15
2025-12-23T00:00:19+00:00,0.155
2025-12-24T00:00:19+00:00,0.18
2025-12-25T00:00:29+00:00,0.18
2025-12-26T00:00:14+00:00,0.17
2025-12-27T00:00:18+00:00,0.15
2025-12-28T00:00:18+00:00,0.13
2025-12-29T00:00:35+00:00,0.14
2025-12-30T00:00:22+00:00,0.1
2025-12-31T00:00:19+00:00,0.105
2026-01-01T00:00:19+00:00,0.22
2026-01-02T00:00:18+00:00,0.2
2026-01-03T00:00:16+00:00,0.2
2026-01-04T00:00:18+00:00,0.14
2026-01-05T00:00:21+00:00,0.125
2026-01-06T00:00:23+00:00,0.175
2026-01-07T00:00:20+00:00,0.175
2026-01-08T00:00:36+00:00,0.175
2026-01-09T00:00:21+00:00,0.175
2026-01-10T00:00:21+00:00,0.265
2026-01-11T00:00:19+00:00,0.135
2026-01-12T00:00:21+00:00,0.135
2026-01-13T00:00:22+00:00,0.17
2026-01-14T00:00:23+00:00,0.17
2026-01-15T00:00:25+00:00,0.165
2026-01-16T00:00:27+00:00,0.165
2026-01-17T00:00:24+00:00,0.16
2026-01-18T00:00:37+00:00,0.135
2026-01-19T00:00:20+00:00,0.135
2026-01-20T00:00:22+00:00,0.125
2026-01-21T00:00:24+00:00,0.135
2026-01-22T00:00:34+00:00,0.13
2026-01-23T00:00:41+00:00,0.1
2026-01-24T00:00:37+00:00,0.095
2026-01-25T00:00:44+00:00,0.06
2026-01-26T00:00:43+00:00,0.07
2026-01-27T00:00:36+00:00,0.035
2026-01-28T00:00:26+00:00,0.0315
2026-01-29T00:00:41+00:00,0.0235
2026-01-30T00:00:30+00:00,0.0475
2026-01-31T00:00:30+00:00,0.0035
2026-02-01T00:00:37+00:00,0.021
