datetime,price
2026-04-22T00:00:09+00:00,0.83
2026-04-23T00:00:14+00:00,0.81
2026-04-24T00:00:23+00:00,0.775
2026-04-25T00:00:13+00:00,0.9675
2026-04-26T00:00:07+00:00,0.9625
2026-04-27T00:00:08+00:00,0.971
2026-04-28T00:00:09+00:00,0.981
2026-04-29T00:00:07+00:00,0.984
2026-04-30T00:00:13+00:00,0.994
2026-05-01T00:00:08+00:00,0.984
2026-05-02T00:00:06+00:00,0.9895
2026-05-03T00:00:06+00:00,0.9945
2026-05-04T00:00:05+00:00,0.994
2026-05-05T00:00:19+00:00,0.9935
2026-05-06T00:00:09+00:00,0.994
2026-05-07T00:00:09+00:00,0.9935
2026-05-08T00:00:05+00:00,0.992
2026-05-09T00:00:23+00:00,0.991
2026-05-10T00:00:09+00:00,0.9945
2026-05-11T00:00:11+00:00,0.995
2026-05-12T00:00:12+00:00,0.996
2026-05-13T00:00:13+00:00,0.998
