datetime,price
2023-12-09T00:00:02+00:00,0.51
2023-12-10T00:00:02+00:00,0.24
2023-12-11T00:00:02+00:00,0.14
2023-12-12T00:00:02+00:00,0.13
2023-12-13T00:00:02+00:00,0.255
2023-12-14T00:00:02+00:00,0.25
2023-12-15T00:00:02+00:00,0.015
2023-12-16T00:00:02+00:00,0.015
2023-12-17T00:00:02+00:00,0.015
2023-12-18T00:00:02+00:00,0.015
2023-12-19T00:00:02+00:00,0.015
2023-12-20T00:00:02+00:00,0.015
2023-12-21T00:00:03+00:00,0.015
2023-12-22T00:00:02+00:00,0.015
2023-12-23T00:00:02+00:00,0.015
2023-12-24T00:00:02+00:00,0.015
2023-12-25T00:00:02+00:00,0.015
2023-12-26T00:00:02+00:00,0.015
2023-12-27T00:00:03+00:00,0.015
2023-12-28T00:00:03+00:00,0.015
2023-12-29T00:00:02+00:00,0.015
2023-12-30T00:00:02+00:00,0.05
2023-12-31T00:00:02+00:00,0.035
2024-01-01T00:00:02+00:00,0.035
2024-01-02T00:00:02+00:00,0.0075
2024-01-03T00:00:02+00:00,0.2455
2024-01-04T00:00:02+00:00,0.0155
2024-01-05T00:00:03+00:00,0.2455
2024-01-06T00:00:02+00:00,0.013
2024-01-07T00:00:02+00:00,0.0125
2024-01-08T00:00:02+00:00,0.0125
2024-01-09T00:00:03+00:00,0.025
2024-01-10T00:00:03+00:00,0.5
2024-01-11T00:00:03+00:00,0.5
2024-01-12T00:00:03+00:00,0.25
2024-01-13T00:00:02+00:00,0.045
2024-01-14T00:00:02+00:00,0.013
2024-01-15T00:00:03+00:00,0.013
2024-01-16T00:00:02+00:00,0.013
2024-01-17T00:00:03+00:00,0.0065
2024-01-18T00:00:02+00:00,0.005
2024-01-19T00:00:02+00:00,0.005
2024-01-20T00:00:03+00:00,0.005
2024-01-21T00:00:02+00:00,0.005
2024-01-22T00:00:02+00:00,0.005
2024-01-23T00:00:03+00:00,0.005
2024-01-24T00:00:02+00:00,0.005
2024-01-25T00:00:02+00:00,0.015
2024-01-26T00:00:02+00:00,0.015
2024-01-27T00:00:02+00:00,0.004
2024-01-28T00:00:02+00:00,0.0045
2024-01-29T00:00:02+00:00,0.004
2024-01-30T00:00:02+00:00,0.003
2024-01-31T00:00:02+00:00,0.002
