datetime,price
2026-01-13T00:00:18+00:00,0.07
2026-01-14T00:00:19+00:00,0.265
2026-01-15T00:00:20+00:00,0.175
2026-01-16T00:00:23+00:00,0.155
2026-01-17T00:00:20+00:00,0.105
2026-01-18T00:00:29+00:00,0.055
2026-01-19T00:00:17+00:00,0.036
2026-01-20T00:00:19+00:00,0.0175
2026-01-21T00:00:20+00:00,0.027
2026-01-22T00:00:27+00:00,0.0225
2026-01-23T00:00:36+00:00,0.0255
2026-01-24T00:00:30+00:00,0.025
2026-01-25T00:00:39+00:00,0.0245
2026-01-26T00:00:37+00:00,0.024
2026-01-27T00:00:33+00:00,0.018
2026-01-28T00:00:22+00:00,0.0155
2026-01-29T00:00:37+00:00,0.0105
2026-01-30T00:00:26+00:00,0.006
2026-01-31T00:00:25+00:00,0.003
2026-02-01T00:00:31+00:00,0.053
