datetime,price
2026-03-02T00:00:39+00:00,0.395
2026-03-03T00:00:27+00:00,0.325
2026-03-04T00:00:29+00:00,0.19
2026-03-05T00:00:27+00:00,0.185
2026-03-06T00:00:27+00:00,0.19
2026-03-07T00:00:30+00:00,0.195
2026-03-08T00:00:26+00:00,0.19
2026-03-09T00:00:21+00:00,0.2
2026-03-10T00:00:26+00:00,0.075
2026-03-11T00:00:29+00:00,0.075
2026-03-12T00:00:27+00:00,0.075
2026-03-13T00:00:44+00:00,0.06
2026-03-14T00:00:27+00:00,0.055
2026-03-15T00:00:26+00:00,0.055
2026-03-16T00:00:42+00:00,0.065
2026-03-17T00:00:28+00:00,0.065
2026-03-18T00:00:28+00:00,0.06
2026-03-19T00:00:30+00:00,0.055
2026-03-20T00:00:34+00:00,0.055
2026-03-21T00:00:30+00:00,0.07
2026-03-22T00:00:28+00:00,0.07
2026-03-23T00:00:23+00:00,0.07
2026-03-24T00:00:21+00:00,0.07
2026-03-25T00:00:25+00:00,0.06
2026-03-26T00:00:28+00:00,0.045
2026-03-27T00:00:27+00:00,0.0115
2026-03-28T00:00:29+00:00,0.036
2026-03-29T00:00:31+00:00,0.0505
2026-03-30T00:00:42+00:00,0.0065
2026-03-31T00:00:37+00:00,0.0015
2026-04-01T00:00:49+00:00,0.0025
