datetime,price
2026-01-24T00:00:30+00:00,0.485
2026-01-25T00:00:38+00:00,0.275
2026-01-26T00:00:37+00:00,0.475
2026-01-27T00:00:32+00:00,0.485
2026-01-28T00:00:22+00:00,0.53
2026-01-29T00:00:37+00:00,0.495
2026-01-30T00:00:25+00:00,0.58
2026-01-31T00:00:25+00:00,0.585
2026-02-01T00:00:30+00:00,0.685
2026-02-02T00:00:24+00:00,0.675
2026-02-03T00:00:26+00:00,0.665
2026-02-04T00:00:37+00:00,0.645
2026-02-05T00:00:24+00:00,0.62
2026-02-06T00:00:29+00:00,0.605
2026-02-07T00:00:35+00:00,0.61
2026-02-08T00:00:31+00:00,0.66
2026-02-09T00:00:31+00:00,0.65
2026-02-10T00:00:33+00:00,0.63
2026-02-11T00:00:34+00:00,0.625
2026-02-12T00:00:43+00:00,0.61
2026-02-13T00:00:32+00:00,0.63
2026-02-14T00:00:36+00:00,0.625
2026-02-15T00:00:35+00:00,0.505
2026-02-16T00:00:45+00:00,0.54
2026-02-17T00:00:36+00:00,0.515
2026-02-18T00:00:40+00:00,0.525
2026-02-19T00:00:41+00:00,0.535
2026-02-20T00:00:40+00:00,0.515
2026-02-21T00:00:27+00:00,0.52
2026-02-22T00:00:27+00:00,0.54
2026-02-23T00:00:31+00:00,0.605
2026-02-24T00:00:31+00:00,0.565
2026-02-25T00:00:36+00:00,0.64
2026-02-26T00:00:33+00:00,0.635
2026-02-27T00:00:37+00:00,0.47
2026-02-28T00:00:38+00:00,0.5
2026-03-01T00:00:47+00:00,0.52
2026-03-02T00:00:48+00:00,0.525
2026-03-03T00:00:40+00:00,0.53
2026-03-04T00:00:42+00:00,0.53
2026-03-05T00:00:39+00:00,0.525
2026-03-06T00:00:38+00:00,0.525
2026-03-07T00:00:43+00:00,0.45
2026-03-08T00:00:35+00:00,0.34
2026-03-09T00:00:30+00:00,0.41
2026-03-10T00:00:37+00:00,0.36
2026-03-11T00:00:40+00:00,0.545
2026-03-12T00:00:41+00:00,0.48
2026-03-13T00:00:57+00:00,0.44
2026-03-14T00:00:54+00:00,0.435
2026-03-15T00:00:59+00:00,0.48
2026-03-17T00:00:44+00:00,0.475
2026-03-18T00:00:46+00:00,0.385
2026-03-20T00:00:51+00:00,0.4
2026-03-21T00:00:49+00:00,0.41
2026-03-22T00:00:47+00:00,0.38
2026-03-23T00:00:41+00:00,0.38
2026-03-24T00:00:36+00:00,0.365
2026-03-25T00:00:47+00:00,0.375
2026-03-26T00:00:51+00:00,0.425
2026-03-27T00:00:55+00:00,0.395
2026-04-05T00:00:23+00:00,0.445
2026-04-09T00:00:40+00:00,0.34
2026-04-12T00:00:21+00:00,0.35
2026-04-18T00:00:33+00:00,0.9205
2026-04-22T00:00:17+00:00,0.971
2026-04-23T00:00:22+00:00,0.9755
2026-04-24T00:00:35+00:00,0.9685
2026-04-25T00:00:16+00:00,0.975
2026-04-26T00:00:10+00:00,0.983
2026-04-27T00:00:14+00:00,0.9845
2026-04-28T00:00:14+00:00,0.994
