datetime,price
2025-08-28T00:00:10+00:00,0.13
2025-08-29T00:00:05+00:00,0.12
2025-08-30T00:00:10+00:00,0.11
2025-08-31T00:00:10+00:00,0.11
2025-09-01T00:00:02+00:00,0.115
2025-09-02T00:00:18+00:00,0.105
2025-09-03T00:00:08+00:00,0.1
2025-09-04T00:00:11+00:00,0.1
2025-09-05T00:00:10+00:00,0.085
2025-09-06T00:00:16+00:00,0.085
2025-09-07T00:00:13+00:00,0.085
2025-09-08T00:00:06+00:00,0.085
2025-09-09T00:00:07+00:00,0.085
2025-09-10T00:00:15+00:00,0.085
2025-09-11T00:00:08+00:00,0.085
2025-09-12T00:00:23+00:00,0.085
2025-09-13T00:00:08+00:00,0.085
2025-09-14T00:00:16+00:00,0.08
2025-09-15T00:00:05+00:00,0.085
2025-09-16T00:00:11+00:00,0.08
2025-09-17T00:00:02+00:00,0.075
2025-09-18T00:00:02+00:00,0.065
2025-09-19T00:00:16+00:00,0.04
2025-09-20T00:00:22+00:00,0.035
2025-09-21T00:00:09+00:00,0.0145
2025-09-22T00:00:16+00:00,0.015
2025-09-23T00:00:05+00:00,0.013
2025-09-24T00:00:19+00:00,0.0165
2025-09-25T00:00:04+00:00,0.015
2025-09-26T00:00:11+00:00,0.013
2025-09-27T00:00:04+00:00,0.014
2025-09-28T00:00:11+00:00,0.014
2025-09-29T00:00:05+00:00,0.008
2025-09-30T00:00:03+00:00,0.01
2025-10-01T00:00:09+00:00,0.005
